No.,Time,Source,Destination,Protocol,Length,Info,Target
1452,30.638407,10.0.0.75,31.13.78.17,TCP,54,50611  >  443 [ACK] Seq=714 Ack=68991 Win=66048 Len=0,0
1453,30.656751,10.0.0.75,166.62.10.139,TLSv1.2,723,Application Data,0
1454,30.663254,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=169516 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1455,30.663874,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=170976 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1456,30.663928,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=172436 Win=249600 Len=0,0
1457,30.664538,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=172436 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1458,30.665027,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=173896 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1459,30.665079,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=175356 Win=246528 Len=0,0
1460,30.667673,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=175356 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1461,30.667675,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1462,30.667677,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=178276 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1463,30.667679,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=179736 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1464,30.66768,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=181196 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1465,30.667681,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=182656 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1466,30.667682,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=184116 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1467,30.667683,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=185576 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1468,30.667801,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=187036 Win=236288 Len=0,0
1469,30.668286,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=187036 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1470,30.668539,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=188496 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1471,30.668594,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=189956 Win=236288 Len=0,0
1472,30.668878,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=189956 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1473,30.669178,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=191416 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1474,30.669226,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=192876 Win=236288 Len=0,0
1475,30.669534,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1476,30.670139,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=194336 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1477,30.670141,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=195796 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1478,30.670195,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=197256 Win=235008 Len=0,0
1479,30.670531,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=197256 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1480,30.670582,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=198716 Win=235008 Len=0,0
1481,30.670866,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=198716 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1482,30.671204,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=200176 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1483,30.671241,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=201636 Win=235008 Len=0,0
1484,30.671589,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=201636 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1485,30.671876,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50600 [PSH, ACK] Seq=203096 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU]",0
1486,30.67191,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=204556 Win=235008 Len=0,0
1487,30.672234,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=204556 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1488,30.672592,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=206016 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1489,30.672634,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=207476 Win=231936 Len=0,0
1490,30.672925,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=207476 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1491,30.673258,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=208936 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1492,30.673296,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=210396 Win=231936 Len=0,0
1493,30.673604,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1494,30.673926,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=211856 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1495,30.673961,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=213316 Win=231936 Len=0,0
1496,30.674337,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=213316 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1497,30.6748,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=214776 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1498,30.674834,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=216236 Win=231936 Len=0,0
1499,30.675146,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=216236 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1500,30.675484,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50600 [PSH, ACK] Seq=217696 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU]",0
1501,30.675523,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=219156 Win=230656 Len=0,0
1502,30.676343,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=219156 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1503,30.676344,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=220616 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1504,30.67639,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=222076 Win=230656 Len=0,0
1505,30.676771,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
1506,30.677093,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=114619 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1507,30.677131,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=116079 Win=65536 Len=0,0
1508,30.677498,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=116079 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1509,30.677845,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=117539 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1510,30.677932,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=118999 Win=65536 Len=0,0
1511,30.678192,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=118999 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1512,30.678517,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=120459 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1513,30.678556,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=121919 Win=65536 Len=0,0
1514,30.678862,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=121919 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1515,30.679195,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=123379 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1516,30.679252,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=124839 Win=65536 Len=0,0
1517,30.679538,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=124839 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1518,30.680215,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=126299 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1519,30.680217,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=127759 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1520,30.680284,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=129219 Win=65536 Len=0,0
1521,30.680558,166.62.10.139,10.0.0.75,TLSv1.2,949,Application Data,0
1522,30.680599,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=130114 Win=64768 Len=0,0
1523,30.683912,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=130114 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1524,30.683914,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=131574 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1525,30.683915,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=133034 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1526,30.683916,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=134494 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1527,30.683917,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=135954 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1528,30.683917,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=137414 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1529,30.683918,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=138874 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1530,30.683918,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=140334 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1531,30.683919,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
1532,30.684,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=141794 Win=65536 Len=0,0
1533,30.687241,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=69895 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1534,30.687242,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=71355 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1535,30.687242,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=72815 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1536,30.687244,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=74275 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1537,30.687245,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=75735 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1538,30.687245,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=77195 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1539,30.687246,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=78655 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1540,30.687247,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=80115 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1541,30.687247,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=81575 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1542,30.687248,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=83035 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1543,30.68733,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=7860 Ack=84495 Win=65536 Len=0,0
1544,30.687466,166.62.10.139,10.0.0.75,TLSv1.2,950,Application Data,0
1545,30.687494,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=7860 Ack=85391 Win=64768 Len=0,0
1546,30.688047,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=85391 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1547,30.688377,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=86851 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1548,30.688417,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=7860 Ack=88311 Win=65536 Len=0,0
1549,30.68871,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=88311 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1550,30.689043,166.62.10.139,10.0.0.75,TCP,1514,443  >  50603 [ACK] Seq=89771 Ack=7860 Win=30720 Len=1460 [TCP segment of a reassembled PDU],0
1551,30.689076,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=7860 Ack=91231 Win=65536 Len=0,0
1552,30.696962,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
1553,30.697255,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=110253 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1554,30.6973,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=111713 Win=65536 Len=0,0
1555,30.697629,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=111713 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1556,30.697968,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=113173 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1557,30.698016,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=114633 Win=65536 Len=0,0
1558,30.698336,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=114633 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1559,30.698666,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=116093 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1560,30.698701,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=117553 Win=65536 Len=0,0
1561,30.699003,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=117553 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1562,30.699333,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=119013 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1563,30.69937,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=120473 Win=65536 Len=0,0
1564,30.699658,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=120473 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1565,30.700024,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=121933 Ack=4272 Win=23680 Len=1460 [TCP segment of a reassembled PDU],0
1566,30.700066,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=123393 Win=65536 Len=0,0
1567,30.70258,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=222076 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1568,30.702895,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=223536 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1569,30.702936,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=224996 Win=227584 Len=0,0
1570,30.703236,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=224996 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1571,30.703551,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1572,30.703589,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=227916 Win=227584 Len=0,0
1573,30.710902,10.0.0.75,216.58.220.46,QUIC,353,"Payload (Encrypted), PKN: 11, CID: 369920114684204999",0
1574,30.712563,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=227916 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1575,30.712564,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=229376 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1576,30.712566,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=230836 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1577,30.712567,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=232296 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1578,30.712567,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=233756 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1579,30.712568,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=235216 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1580,30.712569,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=236676 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1581,30.71264,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=238136 Win=224768 Len=0,0
1582,30.71589,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=238136 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1583,30.715891,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=239596 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1584,30.715892,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=241056 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1585,30.715893,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1586,30.715894,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=243976 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1587,30.715894,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=245436 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1588,30.715896,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=246896 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1589,30.715965,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=248356 Win=223232 Len=0,0
1590,30.716418,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=248356 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1591,30.716865,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=249816 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1592,30.716916,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=251276 Win=223232 Len=0,0
1593,30.718008,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=251276 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1594,30.718011,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=252736 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1595,30.718012,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=254196 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1596,30.718013,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=255656 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1597,30.718078,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=257116 Win=223232 Len=0,0
1598,30.718307,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=257116 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1599,30.720569,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1600,30.72057,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=260036 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1601,30.720571,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=261496 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1602,30.720572,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=262956 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1603,30.720573,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=264416 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1604,30.720574,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=265876 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1605,30.720648,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=267336 Win=221696 Len=0,0
1606,30.720831,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=267336 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1607,30.720862,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=268796 Win=221696 Len=0,0
1608,30.72141,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=268796 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1609,30.721777,166.62.10.139,10.0.0.75,TCP,1514,443  >  50600 [ACK] Seq=270256 Ack=5158 Win=25088 Len=1460 [TCP segment of a reassembled PDU],0
1610,30.721809,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=271716 Win=221696 Len=0,0
1611,30.722614,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=141794 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1612,30.722947,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=143254 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1613,30.722983,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=144714 Win=65536 Len=0,0
1614,30.723291,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=144714 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1615,30.723606,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
1616,30.723642,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=147634 Win=65536 Len=0,0
1617,30.723949,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=147634 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1618,30.724325,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=149094 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1619,30.724366,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=150554 Win=65536 Len=0,0
1620,30.724665,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=150554 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1621,30.724969,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=152014 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1622,30.725005,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=153474 Win=65536 Len=0,0
1623,30.72535,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=153474 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1624,30.725681,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=154934 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
1625,30.725718,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=9788 Ack=156394 Win=65536 Len=0,0
1626,30.726014,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=156394 Ack=9788 Win=34560 Len=1460 [TCP segment of a reassembled PDU],0
